idx,title,issue,issue_date,expiry_date,strap,summary,body,updated_date,type,sitecode,published,author,commentboard,tid
116803,MalaysiaÕs talent landscape,,9/13/2011 0:00,9/14/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/geraldine_ho_cover.jpg,"Geraldine Ho, GM Ð HR, Eu Yan Sang International, talks about the talent situation in the company and in Malaysia","<p><iframe width=""300"" height=""250"" frameborder=""0"" src=""http://blip.tv/play/h7dggtH4ewA.html"" allowfullscreen=""""></iframe><embed type=""application/x-shockwave-flash"" src=""http://a.blip.tv/api.swf#h7dggtH4ewA"" style=""display: none;""></embed></p>",8/1/2011 0:00,780,HRM,1,,0,780
116804,Talent spotlight: Indonesia,,10/3/2011 0:00,10/3/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/agung_wibisana_cover.jpg,"Agung Wahidin Wibisana, Head of recruitment for PT Elnusa TBK talks about talent management strategies in Indonesia's oil and gas industry","<p><iframe width=""300"" height=""250"" frameborder=""0"" allowfullscreen="""" src=""http://blip.tv/play/h7dggtanCAI.html""></iframe><embed style=""display: none;"" src=""http://a.blip.tv/api.swf#h7dggtanCAI"" type=""application/x-shockwave-flash""></embed></p>",8/1/2011 0:00,780,HRM,1,,0,780
117445,Business success through employer branding,,9/6/2011 0:00,9/6/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/tan_kwang_cheak_cover.jpg,"Tan Kwang Cheak, Senior Director for Operations, Planning and HR, McDonaldÕs Restaurants says that employer branding has helped engage and retain employees","<p><iframe width=""300"" height=""250"" frameborder=""0"" allowfullscreen="""" src=""http://blip.tv/play/h7dggtDgfQA.html""></iframe></p>",8/31/2011 0:00,780,HRM,1,,0,780
117819,The China Challenge,,9/20/2011 0:00,9/20/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/saikumar_cover.jpg,"Saikumar Shamanna, Associate VP, HR Business Leader, Infosys, shares his strategies on attracting and retaining talent in the burgeoning China market","<p><iframe width=""300"" height=""250"" frameborder=""0"" allowfullscreen="""" src=""http://blip.tv/play/h7dggtL5YgI.html""></iframe><embed style=""display: none;"" src=""http://a.blip.tv/api.swf#h7dggtL5YgI"" type=""application/x-shockwave-flash""></embed></p>
<p>&nbsp;</p>",9/19/2011 0:00,780,HRM,1,,0,780
117834,Greening your organisation,,9/27/2011 0:00,9/27/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/willie_lim_cover.jpg,"How can companies embrace green initiatives? Fuji XeroxÕs ÔGo Green EvangelistÕ, Willie Lim, shares his tips","<p><iframe width=""300"" height=""250"" frameborder=""0"" allowfullscreen="""" src=""http://blip.tv/play/h7dggtP4IQI.html""></iframe><embed style=""display: none;"" src=""http://a.blip.tv/api.swf#h7dggtP4IQI"" type=""application/x-shockwave-flash""></embed></p>
<p>&nbsp;</p>",9/20/2011 0:00,780,HRM,1,,0,780
118469,Building a consumer-centric Kraft,,10/11/2011 0:00,10/11/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/elaine_rodrigo_cover.jpg,"Elaine Rodrigo, Director, Consumer Insights & Strategy, Kraft Foods Asia Pacific, tells us how the organisation engaged staff in all business units to understand consumers and develop products which meet their needs","<p><iframe width=""300"" height=""250"" frameborder=""0"" allowfullscreen="""" src=""http://blip.tv/play/h7dggtfLYgI.html""></iframe><embed style=""display: none;"" src=""http://a.blip.tv/api.swf#h7dggtfLYgI"" type=""application/x-shockwave-flash""></embed></p>
<p>&nbsp;</p>",10/10/2011 0:00,780,HRM,1,,0,780
119001,Flexi-work practices for all,,10/18/2011 0:00,10/18/2016 0:00,http://hrmfpvauuikcj.devcloud.acquia-sites.com/HRM-images/HRM/brad_harrington_cover.jpg,"Dr. Brad Harrington, Executive Director of the Boston College Center for Work & Family (CWF) , gives insights on how employers can adopt progressive workplace practices regardless of whether theyÕre a multinational company (MNC) or small and medium enterprise (SME)","<p><iframe width=""300"" height=""250"" frameborder=""0"" allowfullscreen="""" src=""http://blip.tv/play/h7dggtiyOwI.html""></iframe><embed style=""display: none;"" src=""http://a.blip.tv/api.swf#h7dggtiyOwI"" type=""application/x-shockwave-flash""></embed></p>
<p>&nbsp;</p>",10/17/2011 0:00,780,HRM,1,,0,780
119374,Building your own talent,,10/25/2011 0:00,10/25/2016 0:00,/files/image/HRM/mifta_amin_cover.jpg,"Miftahuddin Amin, VP Ð HR Services & Industrial Relations, PT Freeport Indonesia, talks about how the company uses its Nemangkawi Mining Institute to train prospective and current staff to meet its talent needs","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/AYLalF0C.html"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#AYLalF0C"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",10/25/2011 0:00,780,HRM,1,,0,780
119618,Collaborative Google,,11/1/2011 0:00,11/1/2016 0:00,/files/image/HRM/sarah_robb_cover.jpg,"Sarah Robb, Head of People Ops for G&A in JAPAC says that a collaborative and open working culture makes Google an employer of choice","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/AYLb0FAC.html"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#AYLb0FAC"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",10/31/2011 0:00,780,HRM,1,,0,780
119801,Building talent in AGCS,,11/8/2011 0:00,11/8/2016 0:00,/files/image/HRM/sabine_goesch_cover.jpg,"Sabine Goesch, Chief Human Resources Officer, Allianz Global Corporate & Specialty AG says that the organisation is building a talent pipeline to meet demand for specialised skills","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/AYLco0gC.html"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#AYLco0gC"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",11/8/2011 0:00,780,HRM,1,,0,780
119956,Asian leaders for the future,,11/15/2011 0:00,11/15/2016 0:00,/files/image/HRM/rbl_sumi_cover.jpg,Norm Smallwood and Laurence Smith from RBL Asia share their views on developing an Asian leadership brand,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/AYLdxhEC.html"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#AYLdxhEC"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",11/11/2011 0:00,780,HRM,1,,0,780
120155,Supporting rapid growth at Groupon Singapore,,11/22/2011 0:00,11/22/2016 0:00,/files/image/HRM/karl_chong_cover.jpg,Groupon Singapore CEO Karl Chong shares the HR challenges that he faced during a period of rapid expansion,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/AYLe3nwC.html"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#AYLe3nwC"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",11/18/2011 0:00,780,HRM,1,,0,780
120425,A*STAR develops young researchers,,11/29/2011 0:00,11/29/2016 0:00,/files/image/HRM/lim_khiang_wee_cover.jpg,Dr Lim Khiang Wee of A*STAR explains how its graduate development programmes help nurture young talent in SingaporeÕs Science & Technology industry,"<p>
	<embed allowfullscreen=""true"" allowscriptaccess=""always"" height=""250"" src=""http://blip.tv/play/h7dgguCzLAA"" type=""application/x-shockwave-flash"" width=""300"" wmode=""transparent""></embed></p>",11/28/2011 0:00,780,HRM,1,,0,780
120632,Engagement through music,,12/13/2011 0:00,12/13/2016 0:00,/files/image/HRM/shaun_ruming_cover.jpg,"A crew that sings together, stays together. McDonaldÕs Vice President for HR & Training, Shaun Ruming tells us how it uses music to engage its staff","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/AYLj1joC.html"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#AYLj1joC"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",12/5/2011 0:00,780,HRM,1,,0,780
120656,Air AsiaÕs total rewards strategy,,12/6/2011 0:00,12/6/2016 0:00,/files/image/HRM/air_asia_cover.jpg,"Yeoh Sai Yew, Head, Rewards & People Services at Air Asia explains how his organisationÕs rewards model has boosted staff performance and lowered attrition","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/AYLh5lEC.html"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#AYLh5lEC"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",12/6/2011 0:00,780,HRM,1,,0,780
120738,Rewarding productivity,,12/27/2011 0:00,12/27/2016 0:00,/files/image/HRM/zarina_piperdi_cover.jpg,"Zarina Piperdi, Senior VP, HR, SIA Engineering Company, shares tips on how your reward strategies can drive productivity","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dgguKaMgA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dgguKaMgA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",12/8/2011 0:00,780,HRM,1,,0,780
121048,Grooming Gen Y,,12/20/2011 0:00,12/20/2016 0:00,/files/image/HRM/training_vision_cover.jpg,Nitin Goil and Sebastian Anthony of Training Vision highlight that organisations need a basic understanding of Gen Y to engage and develop them for the future,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/AYLklS0C.html"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#AYLklS0C"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",12/20/2011 0:00,780,HRM,1,,0,780
121191,Developing talent,,1/3/2012 0:00,1/3/2016 0:00,/files/image/HRM/alvin_chan_cover.jpg,Alvin Chan of Celestica shares his views on developing a successful talent management programme,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dgguWqAwA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dgguWqAwA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",12/30/2011 0:00,780,HRM,1,,0,780
121349,Hospitality trends for 2012,,1/31/2012 0:00,1/31/2017 0:00,/files/image/HRM/robert_lagerway_cover.jpg,"Robert Lagerway, GM, Capella Singapore, shares the latest developments in the industry and what HR can expect from its long-term serviced residences Ð The Club","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggufzeAA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggufzeAA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",1/6/2012 0:00,780,HRM,1,,0,780
121350,Job market outlook for HR,,1/10/2012 0:00,1/10/2017 0:00,/files/image/HRM/joan_chua_cover.jpg,"Joanne Chua, Associate Director (HR, Supply Chain & Business Support divisions), shares her thoughts on job prospects for HR professionals in the new year","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggurUZgA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggurUZgA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",1/6/2012 0:00,780,HRM,1,,0,780
121517,Driving innovation at Google,,1/17/2012 0:00,1/17/2017 0:00,/files/image/HRM/sara_robb2012_cover.jpg,Sarah Robb of Google says that the organisationÕs innovative culture engages its employees as well as gives it a competitive-edge,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggue4SQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggue4SQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",1/16/2012 0:00,780,HRM,1,,0,780
122015,Nurturing leaders in Omnicom Media Group,,2/7/2012 0:00,2/7/2017 0:00,/files/image/HRM/barry_cupples_cover.jpg,Barry Cupples of Omnicom Media Group explains that the organisation provides development programmes as well as ample opportunities to groom leaders,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggurBOwA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggurBOwA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",2/6/2012 0:00,780,HRM,1,,0,780
122237,Fostering innovation at 3M,,3/6/2012 0:00,3/6/2017 0:00,/files/image/HRM/james_white_cover.jpg,"James White, a former technical director at 3M, shares how HR can promote an innovative work culture, right from recruitment to talent development","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu6wMAA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu6wMAA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",2/13/2012 0:00,780,HRM,1,,0,780
122270,Building an inclusive workplace,,2/14/2012 0:00,2/14/2017 0:00,/files/image/HRM/holiday_inn_cover.jpg,"Jagdeep Thakral, Executive Assistant Manager, Holiday Inn Singapore Orchard City Centre shares how employing people with disabilities (PWDs) is beneficial to an organisation","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dgguvFHwA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dgguvFHwA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",2/14/2012 0:00,780,HRM,1,,0,780
122489,Sony invests in its talent,,2/21/2012 0:00,2/21/2017 0:00,/files/image/HRM/kishimoto_cover.jpg,"Sony University has picked Singapore to launch its first campus outside Japan. Osamu Kishimoto, Senior GM Ð Global HR Development, Sony shows us how the Singapore campus contributes to talent development for the future","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dgguzASwA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dgguzASwA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",2/21/2012 0:00,780,HRM,1,,0,780
122697,Celebrating Golden Employees,,2/28/2012 0:00,2/28/2017 0:00,/files/image/HRM/carol_yong_cover.jpg,"Dairy Farm Group celebrates 275 golden employees who have accepted re-employment offers. Carol Yong, HR Director, tells us why the organisation gives such importance to attracting and retaining its mature workforce","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu2uJQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu2uJQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",2/27/2012 0:00,780,HRM,1,,0,780
122958,Hays  Award for Employer of Choice,,3/8/2012 0:00,3/20/2017 0:00,/files/image/HRM/hays%20employer%20of%20choice_cover.jpg,"The Ritz-Carlton, Millenia Singapore won the most coveted award of the evening, the Hays Award for Employer of Choice","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu7VdQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu7VdQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/8/2012 0:00,780,HRM,1,,0,780
122992,mytraining.net Award for Best HR Team,,3/8/2012 0:00,3/20/2017 0:00,/files/image/HRM/mytraining%20award%20hr%20team_cover.jpg,Resorts World Sentosa Singapore,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu7ZEQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu7ZEQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/8/2012 0:00,780,HRM,1,,0,780
122993,"Kaplan Professional Award for Best Training, Learning & Development",,3/8/2012 0:00,3/20/2017 0:00,/files/image/HRM/kaplan_awards_cover.jpg,UBS Singapore,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu7gegA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu7gegA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/8/2012 0:00,780,HRM,1,,0,780
122994,Center for Creative Leadership Award for Best Leadership Development,,3/8/2012 0:00,3/20/2017 0:00,/files/image/HRM/ccl%20award%20fin_cover.jpg,Joint Winners: DBS Bank AND HSBC (The HongKong and Shanghai Banking Corporation),"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu7gdwA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu7gdwA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/8/2012 0:00,780,HRM,1,,0,780
122995,Robert Walters Award for Best HR Leader,,3/8/2012 0:00,3/20/2017 0:00,/files/image/HRM/best%20hr%20leader_cover.jpg,"Seah-Khoo Ee Boon, Senior VP HR & Training, Resorts World Sentosa Singapore","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu7VLQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu7VLQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/8/2012 0:00,780,HRM,1,,0,780
122997,Grass Roots Asia Pacific Award for Best Reward & Recognition Strategies,,3/8/2012 0:00,3/20/2017 0:00,/files/image/HRM/grassroots_award_cover(1).jpg,InterContinental Hotels Group,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu7ZEgA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu7ZEgA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/8/2012 0:00,780,HRM,1,,0,780
122999,Healthway Medical Group Award for Best Health & Wellbeing,,3/8/2012 0:00,3/20/2017 0:00,/files/image/HRM/healthway_cover.jpg,Changi General Hospital,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu7YewA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu7YewA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/8/2012 0:00,780,HRM,1,,0,780
123000,Outstanding Contribution to HR,,3/8/2012 0:00,3/20/2017 0:00,/files/image/HRM/outstanding_award_cover.jpg,"Lydia Goh, Managing Director, Excelsa Consulting","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu7lSAA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu7lSAA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/8/2012 0:00,780,HRM,1,,0,780
123002,Capita Award for Best HR Manager,,3/8/2012 0:00,3/20/2017 0:00,/files/image/HRM/capita_award_cover.jpg,"Lee Jin Hwui, Learning & Development Manager, Land Transport Authority (LTA)","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu7YVAA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu7YVAA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/8/2012 0:00,780,HRM,1,,0,780
123043,Supporting women at work,,3/16/2012 0:00,3/20/2017 0:00,/files/image/HRM/malathi_cover.jpg,"Malathi Das, President, LAWASIA and Partner at Joyce A Tan & Partners, shares her perspectives on the corporate glass ceiling and how women can overcome challenges at the workplace","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu%2BfagA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu+fagA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/12/2012 0:00,780,HRM,1,,0,780
123126,Best Performance and Productivity Practices,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/best%20performance%20and%20prod_cover.jpg,Ministry of Manpower (MOM),"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu%2B0KQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu+0KQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123128,Best CSR Practices,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/csraward_cover.jpg,JTC Corporation,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu%2B1cgA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu+1cgA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123129,Best Use of Technology,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/tech_awards_cover.jpg,Hewlett-Packard Singapore,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu%2B1dQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu+1dQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123130,Fair Employment Practices,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/fair_award_cover.jpg,McDonald's Restaurants,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu%2B1egA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu+1egA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123131,Best Recruitment Strategies,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/best_recruit_strat_cover.jpg,Resorts World Sentosa Singapore,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu_IIwA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu_IIwA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123132,Best Employer Branding,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/branding_award_cover.jpg,Google Asia Pacific,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu_IJAA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu_IJAA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123133,Champion of HR,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/champ_hr_cover.jpg,"Tong Chong Heong, CEO, Keppel Offshore & Marine","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu_ILQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu_ILQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123134,Best Environmental Practices,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/enviro_award_cover.jpg,Fuji Xerox Singapore,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu_IMAA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu_IMAA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123135,Best Work-Life Harmony,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/worklife_award_cover.jpg,Google Asia Pacific,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu_IMwA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu_IMwA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123136,Innovation in HR,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/inno_award_cover.jpg,Immigration & Checkpoints Authority (ICA),"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu_INQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu_INQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123137,Best Regional HR Practices (Asia),,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/regionalaward_cover.jpg,Unilever Asia,"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu_INwA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu_INwA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123138,HR Young Achiever,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/youngachiever_award_cover.jpg,"Low Pei Wen Fiona, Assistant Manager HR Operations, Maersk Singapore","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu_IOAA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu_IOAA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/14/2012 0:00,780,HRM,1,,0,780
123165,Best Mature Workforce Practices,,3/15/2012 0:00,3/20/2017 0:00,/files/image/HRM/mature2_cover.jpg,Singapore General Hospital (SingHealth),"<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggu%2B0cAA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggu+0cAA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/15/2012 0:00,780,HRM,1,,0,780
123239,Facing regional employment issues,,3/20/2012 0:00,3/20/2017 0:00,/files/image/HRM/paul_brown_cover.jpg,"Paul G Brown, Head of Employment, Baker & McKenzie Asia Pacific, discusses how employers can overcome the challenge of implementing consistent employment policies and practices across regional offices in Asia","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggvCWUQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggvCWUQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/19/2012 0:00,780,HRM,1,,0,780
123280,Strategic HR Ð How to turn your talent into a revenue enabler,,3/27/2012 0:00,3/20/2017 0:00,/files/image/HRM/raj_sundarason_cover.jpg,"The marketplace today is a dynamic one for HR. As tenures of leaders grow shorter and implementation cycles of projects shrink, HR leaders are compelled to achieve business outcomes as quickly as possible, says Raj Sundarason, VP, HR LoB Solutions, SAP Asia. Also, the next generation HR leader has to accelerate driving the inefficiencies of back office operations out of the business so that HR is really able to get more out of employees, effectively turning human capital into a true revenue enabler.","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggvDTWAA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggvDTWAA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",3/20/2012 0:00,780,HRM,1,,0,780
127707,Strategic talent management at Unilever,,4/3/2012 0:00,4/20/2017 0:00,/files/image/HRM/sureish_rai_cover.jpg,"Sureish Rai, Leadership Development Director (Greater China and Northeast Asia), Unilever shares how his organisation aligns its talent pool with its growth ambitions","<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""250"" src=""http://blip.tv/play/h7dggvKBfQA.html?p=1"" width=""300""></iframe><embed src=""http://a.blip.tv/api.swf#h7dggvKBfQA"" style=""display:none"" type=""application/x-shockwave-flash""></embed></p>",4/2/2012 0:00,780,HRM,1,,0,780
